recency,frequency,monetary,average_purchase_value,quantity_per_order,active_months,purchase_frequency,customer_loyalty_score,high_value_customer_flag,customer_tenure,avg_days_between_purchases,weekend_sales_ratio,customer_rank_by_revenue,churn_warning_flag
247,1,33.0,33.0,12.0,1,1.0,1.68,0,247,247.0,0.0,4249,0
175,4,0.0,0.0,0.0,2,2.0,3.48,0,267,89.0,0.0,4277,1
245,1,101.36,101.36,27.0,1,1.0,1.68,0,245,245.0,0.0,4092,0
29,16,4185.16,261.5725,196.875,9,1.7777777777777777,9.55,1,366,24.4,0.086467422989802,345,0
19,6,1199.54,199.9233333333333,83.83333333333333,4,1.5,7.75,0,283,56.6,0.1551428047418176,1463,0
38,9,490.25,54.47222222222222,33.44444444444444,5,1.8,6.85,0,282,35.25,0.0,2576,0
65,4,433.75,108.4375,119.25,4,1.0,5.05,0,292,97.33333333333331,0.2556772334293948,2723,0
3,10,2476.03,247.603,172.7,8,1.25,10.0,0,320,35.55555555555556,0.5667257666506464,692,0
77,3,628.22,209.40666666666667,83.66666666666667,2,1.5,5.05,0,364,182.0,0.0,2248,0
15,12,3952.25,329.3541666666667,251.91666666666663,9,1.3333333333333333,10.0,1,326,29.63636363636364,0.1798089695742931,384,0
4,6,767.49,127.915,91.66666666666669,4,1.5,7.08,0,374,74.8,0.4044222074554717,1996,0
71,1,778.49,778.49,514.0,1,1.0,4.38,0,71,71.0,0.0,1968,0
26,6,1462.38,243.73,196.16666666666663,3,2.0,7.75,0,283,56.6,0.2059040741804455,1212,0
15,5,538.84,107.768,70.8,4,1.25,7.08,0,371,92.75,0.0,2453,0
45,1,251.04,251.04,158.0,1,1.0,3.7,0,45,45.0,0.0,3403,0
369,2,207.85,103.925,24.5,1,2.0,2.35,0,369,369.0,1.0,3600,0
262,1,71.4,71.4,12.0,1,1.0,1.68,0,262,262.0,0.0,4176,0
18,2,749.0,374.5,91.5,2,1.0,5.95,0,92,92.0,0.0,2027,0
22,1,127.0,127.0,60.0,1,1.0,3.02,0,22,22.0,0.0,3972,0
158,2,365.5,182.75,35.0,2,1.0,3.92,0,200,200.0,0.0,2937,0
49,5,902.42,180.484,116.0,3,1.6666666666666667,6.18,0,141,35.25,0.0,1793,0
31,4,496.0,124.0,35.5,3,1.3333333333333333,6.62,0,267,89.0,0.44375,2565,0
302,2,424.55,212.275,59.5,1,2.0,3.47,0,302,302.0,0.0,2758,0
19,4,978.04,244.51,145.0,3,1.3333333333333333,7.75,0,86,28.666666666666668,0.7178540754979347,1694,0
64,1,394.37,394.37,251.0,1,1.0,3.7,0,64,64.0,0.0,2849,0
176,1,0.0,0.0,-1.0,1,1.0,2.12,0,176,176.0,0.0,4375,0
5,5,1748.15,349.63,217.4,4,1.25,8.2,0,82,20.5,1.0,1021,0
35,14,5824.56,416.04,194.92857142857144,7,2.0,9.55,1,278,21.384615384615383,0.6160053291579106,221,0
12,15,5084.14,338.9426666666667,84.53333333333333,8,1.875,10.0,1,365,26.071428571428573,0.1927798998454015,259,0
81,9,3015.55,335.0611111111112,166.55555555555554,4,2.25,8.65,0,309,38.625,0.0,538,1
12,5,892.7,178.54000000000002,53.6,3,1.6666666666666667,7.08,0,373,93.25,0.2895709644897501,1811,0
15,1,256.55,256.55,115.0,1,1.0,4.6,0,15,15.0,0.0,3385,0
58,1,165.0,165.0,100.0,1,1.0,2.58,0,58,58.0,0.0,3783,0
57,1,1041.21,1041.21,793.0,1,1.0,5.95,0,57,57.0,0.0,1620,0
23,9,3858.24,428.6933333333333,133.33333333333334,6,1.5,9.55,1,302,37.75,0.0,398,0
99,3,1688.15,562.7166666666667,87.0,2,1.5,6.18,0,212,106.0,0.0,1062,0
262,1,0.0,0.0,-1.0,1,1.0,1.68,0,262,262.0,0.0,4359,0
8,1,0.0,0.0,-1.0,1,1.0,3.48,0,8,8.0,0.0,4292,0
18,4,616.6999999999999,154.17499999999998,88.0,2,2.0,6.62,0,53,17.666666666666668,0.0,2274,0
80,1,107.0,107.0,28.0,1,1.0,2.12,0,80,80.0,0.0,4067,0
32,2,406.3,203.15,152.5,2,1.0,4.82,0,44,44.0,0.0,2813,0
12,8,2651.23,331.40375,202.25,6,1.3333333333333333,10.0,0,260,37.142857142857146,0.2903972872968395,632,0
79,4,1077.82,269.455,146.5,3,1.3333333333333333,6.85,0,277,92.33333333333331,0.0,1587,0
38,4,828.21,207.0525,123.5,3,1.3333333333333333,6.18,0,214,71.33333333333333,0.0,1911,0
28,2,1012.22,506.11,231.0,2,1.0,7.08,0,60,60.0,0.0,1656,0
106,3,612.41,204.13666666666663,230.0,2,1.5,5.05,0,224,112.0,0.0,2287,0
28,4,853.49,213.3725,75.0,3,1.3333333333333333,6.62,0,280,93.33333333333331,0.1307572437872734,1869,0
73,1,230.17,230.17,120.0,1,1.0,3.25,0,73,73.0,0.0,3492,0
65,1,81.36,81.36,24.0,1,1.0,2.58,0,65,65.0,0.0,4151,0
187,1,242.06,242.06,336.0,1,1.0,2.8,0,187,187.0,1.0,3436,0
283,3,265.8,88.60000000000001,166.0,2,1.5,3.47,0,287,143.5,0.0,3341,1
361,1,360.61,360.61,251.0,1,1.0,2.8,0,361,361.0,0.0,2948,0
239,2,0.0,0.0,-1.0,1,2.0,2.35,0,239,239.0,0.0,4371,0
212,1,552.4,552.4,309.0,1,1.0,3.92,0,212,212.0,0.0,2415,0
1,18,0.0,0.0,216.0,7,2.571428571428572,5.5,0,372,21.88235294117647,0.0,4352,0
23,4,1367.6,341.9,70.0,4,1.0,7.75,0,370,123.33333333333331,0.2570927171687628,1286,0
4,10,2642.33,264.233,177.7,6,1.6666666666666667,10.0,0,373,41.44444444444444,0.0,637,0
178,2,935.62,467.81,430.0,2,1.0,5.72,0,282,282.0,0.0,1749,0
78,6,1182.22,197.03666666666663,165.33333333333334,4,1.5,6.85,0,224,44.8,0.2648322647223021,1487,0
68,1,189.0,189.0,72.0,1,1.0,2.58,0,68,68.0,1.0,3674,0
53,3,800.18,266.72666666666663,176.66666666666666,3,1.0,5.5,0,333,166.5,0.0,1940,0
9,4,1152.87,288.2175,197.25,3,1.3333333333333333,8.2,0,277,92.33333333333331,0.0,1511,0
5,2,54.15,27.075,17.5,2,1.0,4.15,0,53,53.0,0.6121883656509696,4211,0
82,3,433.07,144.35666666666663,76.33333333333333,3,1.0,3.92,0,365,182.5,0.4360034174613804,2727,0
217,3,1593.83,531.2766666666666,285.3333333333333,3,1.0,5.72,0,357,178.5,0.0,1113,0
18,5,1421.3,284.26,173.0,5,1.0,7.75,0,299,74.75,0.1906705129107155,1242,0
14,4,2393.5,598.375,340.0,4,1.0,9.33,0,217,72.33333333333333,0.0,729,0
77,11,2129.78,193.61636363636364,150.54545454545453,6,1.8333333333333333,8.65,0,365,36.5,0.0,835,1
33,1,302.65,302.65,121.0,1,1.0,4.15,0,33,33.0,1.0,3207,0
43,3,497.25,165.75,89.0,2,1.5,5.5,0,149,74.5,0.0,2559,0
227,2,180.06,90.03,49.0,2,1.0,2.35,0,372,372.0,0.0,3712,0
19,1,176.9,176.9,76.0,1,1.0,3.02,0,19,19.0,1.0,3726,0
51,1,630.77,630.77,507.0,1,1.0,4.82,0,51,51.0,0.0,2243,0
240,1,1954.99,1954.99,689.0,1,1.0,5.05,0,240,240.0,0.0,923,0
186,1,13.52,13.52,8.0,1,1.0,1.68,0,186,186.0,0.0,4271,0
33,3,583.71,194.57,125.33333333333331,2,1.5,5.95,0,236,118.0,1.0,2356,0
11,4,858.47,214.6175,154.5,3,1.3333333333333333,7.08,0,366,122.0,0.0,1860,0
10,13,10970.17,843.8592307692307,400.38461538461536,7,1.8571428571428568,10.0,1,368,30.666666666666668,0.0,91,0
12,2,488.24,244.12,94.0,2,1.0,6.4,0,65,65.0,0.2613468785843028,2583,0
80,4,1264.05,316.0125,281.5,3,1.3333333333333333,6.85,0,256,85.33333333333333,0.0,1398,0
67,3,1188.33,396.11,217.0,3,1.0,6.62,0,367,183.5,0.0,1476,0
73,5,1127.13,225.426,111.8,4,1.25,6.85,0,326,81.5,0.0,1540,0
11,14,3999.0,285.6428571428572,110.57142857142856,6,2.333333333333333,10.0,1,281,21.615384615384617,0.0,372,0
11,6,1162.82,193.8033333333333,139.33333333333334,6,1.0,8.2,0,318,63.6,0.4823446449149481,1501,0
82,3,465.6,155.20000000000002,109.33333333333331,3,1.0,3.92,0,264,132.0,1.0,2641,0
81,1,232.85,232.85,83.0,1,1.0,3.25,0,81,81.0,0.0,3478,0
374,1,128.60000000000002,128.60000000000002,26.0,1,1.0,1.68,0,374,374.0,0.0,3961,0
232,1,294.74,294.74,129.0,1,1.0,2.8,0,232,232.0,0.0,3241,0
5,6,2488.84,414.8066666666667,287.0,6,1.0,9.33,0,318,63.6,0.2902396297070121,687,0
1,4,645.81,161.4525,118.0,3,1.3333333333333333,7.08,0,75,25.0,0.8300583763026277,2200,0
15,12,2155.29,179.6075,93.25,7,1.7142857142857142,10.0,0,374,34.0,0.1960061059068617,825,0
273,2,194.7,97.35,41.0,1,2.0,2.35,0,273,273.0,0.0,3654,0
362,1,228.34,228.34,93.0,1,1.0,2.8,0,362,362.0,1.0,3499,0
360,3,454.54,151.51333333333332,107.33333333333331,1,3.0,3.47,0,367,183.5,0.0,2666,1
4,28,4587.84,163.85142857142858,80.85714285714286,10,2.8,10.0,1,257,9.51851851851852,0.1984877415079863,295,0
9,9,3063.18,340.3533333333333,201.0,5,1.8,10.0,0,372,46.5,0.2875116708779765,524,0
46,1,133.18,133.18,101.0,1,1.0,2.58,0,46,46.0,0.0,3937,0
15,6,1345.48,224.24666666666667,122.16666666666669,4,1.5,8.2,0,320,64.0,0.323988465083093,1313,0
261,1,273.35,273.35,212.0,1,1.0,2.8,0,261,261.0,0.0,3316,0
198,1,203.05,203.05,19.0,1,1.0,1.68,0,198,198.0,0.0,3627,0
65,6,1402.51,233.7516666666667,82.16666666666667,6,1.0,7.3,0,361,72.2,0.0,1260,0
28,3,401.67,133.89,73.0,3,1.0,4.82,0,371,185.5,0.0,2828,0
214,1,306.0,306.0,36.0,1,1.0,2.8,0,214,214.0,0.0,3189,0
15,5,669.91,133.982,80.6,2,2.5,7.08,0,162,40.5,0.0,2158,0
31,4,660.48,165.12,76.0,4,1.0,6.62,0,291,97.0,0.2493035368217054,2176,0
30,4,2728.18,682.045,369.25,3,1.3333333333333333,8.88,0,360,120.0,0.0,612,0
38,8,2629.3,328.6625,147.25,8,1.0,9.1,0,364,52.0,0.0,641,0
32,2,2249.97,1124.985,737.5,1,2.0,8.2,0,32,32.0,0.0,776,0
12,26,6162.87,237.03346153846152,105.84615384615384,11,2.363636363636364,10.0,1,369,14.76,0.8308612708040247,200,0
373,1,221.53,221.53,113.0,1,1.0,1.68,0,373,373.0,0.0,3536,0
22,1,128.45,128.45,35.0,1,1.0,3.02,0,22,22.0,0.0,3962,0
10,7,1014.09,144.86999999999998,59.57142857142857,3,2.333333333333333,8.88,0,144,24.0,0.0,1650,0
3,14,3952.79,282.34214285714285,148.85714285714286,10,1.4,10.0,1,374,28.76923076923077,0.0,382,0
73,10,3705.73,370.573,263.2,6,1.6666666666666667,8.65,1,311,34.55555555555556,0.0,418,1
228,1,235.88,235.88,114.0,1,1.0,2.8,0,228,228.0,0.0,3464,0
59,1,100.2,100.2,60.0,1,1.0,2.58,0,59,59.0,0.0,4099,0
60,6,1224.39,204.06500000000003,177.83333333333334,4,1.5,7.3,0,360,72.0,0.2480908860738816,1442,0
16,10,2636.9,263.69,121.4,5,2.0,9.55,0,191,21.22222222222222,0.4284007736357086,638,0
1,2,363.66,181.83,95.0,2,1.0,5.28,0,66,66.0,0.0,2941,0
17,3,591.07,197.0233333333333,41.66666666666666,3,1.0,5.95,0,176,88.0,0.0,2342,0
169,1,582.17,582.17,317.0,1,1.0,4.38,0,169,169.0,0.0,2360,0
30,3,885.3199999999999,295.1066666666666,120.0,3,1.0,5.95,0,186,93.0,0.0,1827,0
358,1,424.3,424.3,471.0,1,1.0,2.8,0,358,358.0,0.0,2759,0
59,1,474.03,474.03,149.0,1,1.0,4.82,0,59,59.0,0.0,2611,0
25,1,481.58,481.58,153.0,1,1.0,5.28,0,25,25.0,0.0,2600,0
33,6,5232.89,872.1483333333334,448.8333333333333,4,1.5,8.88,1,313,62.6,0.6832763539841272,246,0
299,1,174.95,174.95,31.0,1,1.0,1.68,0,299,299.0,1.0,3742,0
42,2,410.42,205.21,100.0,2,1.0,4.38,0,133,133.0,0.0,2801,0
156,2,336.6,168.29999999999998,43.0,2,1.0,3.92,0,246,246.0,0.0,3041,0
61,1,227.97,227.97,299.0,1,1.0,3.7,0,61,61.0,1.0,3503,0
138,1,197.57,197.57,130.0,1,1.0,2.12,0,138,138.0,1.0,3648,0
141,8,2092.16,261.52,101.75,5,1.6,8.65,0,333,47.57142857142857,0.5225269577852555,857,1
158,8,1809.39,226.17375,62.125,6,1.3333333333333333,7.52,0,370,52.85714285714285,0.2399427431344264,988,1
284,1,389.78,389.78,392.0,1,1.0,2.8,0,284,284.0,0.0,2862,0
38,1,314.74,314.74,106.0,1,1.0,3.7,0,38,38.0,0.0,3134,0
24,3,432.18,144.06,96.0,3,1.0,4.82,0,135,67.5,0.0,2731,0
75,2,631.87,315.935,215.0,2,1.0,5.05,0,208,208.0,1.0,2242,0
17,4,1026.98,256.745,161.5,3,1.3333333333333333,7.75,0,101,33.666666666666664,0.3150207404233772,1634,0
64,5,1155.03,231.006,68.0,5,1.0,7.3,0,371,92.75,0.1375288953533674,1509,0
156,1,31.85,31.85,5.0,1,1.0,2.12,0,156,156.0,0.0,4251,0
318,1,0.0,0.0,-1.0,1,1.0,1.68,0,318,318.0,0.0,4312,0
88,2,1220.91,610.455,481.5,2,1.0,6.18,0,124,124.0,0.5148045310465145,1445,0
108,6,8079.849999999999,1346.6416666666669,1048.1666666666667,5,1.2,7.98,1,264,52.8,0.684015173549014,133,1
78,1,212.1,212.1,46.0,1,1.0,2.12,0,78,78.0,0.0,3577,0
7,5,787.11,157.422,131.6,5,1.0,7.08,0,215,53.75,0.4522239585318443,1960,0
298,1,231.68,231.68,256.0,1,1.0,2.8,0,298,298.0,0.0,3483,0
52,6,1099.81,183.30166666666665,113.33333333333331,5,1.2,7.3,0,313,62.6,0.5845282366954292,1570,0
25,6,4036.77,672.795,316.3333333333333,5,1.2,8.88,1,309,61.8,0.0,368,0
25,14,8906.04,636.1457142857143,334.0,8,1.75,9.55,1,333,25.615384615384617,0.1452160556206798,117,0
54,4,727.58,181.895,105.75,2,2.0,6.18,0,320,106.66666666666669,1.0,2067,0
40,3,696.25,232.0833333333333,80.33333333333333,3,1.0,5.5,0,320,160.0,0.694721723518851,2117,0
53,2,880.97,440.485,157.0,2,1.0,5.5,0,151,151.0,0.0,1834,0
101,7,3014.64,430.6628571428572,366.1428571428572,3,2.333333333333333,8.65,0,294,49.0,0.0,539,1
66,13,5038.61,387.5853846153846,150.76923076923077,8,1.625,9.1,1,311,25.916666666666668,0.1019586751107944,262,1
49,10,1389.51,138.951,41.7,6,1.6666666666666667,7.98,0,333,37.0,0.0,1272,0
87,1,143.10000000000002,143.10000000000002,18.0,1,1.0,2.12,0,87,87.0,0.0,3885,0
12,6,1357.95,226.325,66.16666666666667,5,1.2,8.2,0,369,73.8,0.8700983099525019,1299,0
371,1,231.90000000000003,231.90000000000003,42.0,1,1.0,2.8,0,371,371.0,0.0,3481,0
61,1,327.0,327.0,60.0,1,1.0,3.7,0,61,61.0,1.0,3077,0
163,5,640.76,128.152,149.0,4,1.25,5.72,0,372,93.0,0.1841563143766777,2212,1
120,2,572.0699999999999,286.035,192.5,1,2.0,5.05,0,127,127.0,0.0,2379,0
116,17,4832.900000000001,284.28823529411767,112.94117647058825,7,2.4285714285714284,8.65,1,371,23.1875,0.1781207970369757,278,1
183,3,695.33,231.77666666666667,121.66666666666669,2,1.5,4.6,0,278,139.0,0.4292925661196841,2119,0
113,2,560.71,280.355,118.5,2,1.0,5.05,0,281,281.0,0.0,2398,0
10,12,6683.33,556.9441666666667,460.8333333333333,10,1.2,10.0,1,371,33.72727272727273,0.1813691677651709,184,0
80,1,856.01,856.01,537.0,1,1.0,4.38,0,80,80.0,0.0,1863,0
81,2,406.68,203.34,232.5,2,1.0,3.92,0,311,311.0,0.0,2810,0
17,7,1624.95,232.1357142857143,97.85714285714286,6,1.1666666666666667,8.43,0,364,60.66666666666666,0.0,1100,0
15,3,867.11,289.0366666666667,143.0,3,1.0,6.4,0,81,40.5,0.0,1852,0
134,1,400.2,400.2,220.0,1,1.0,3.25,0,134,134.0,0.0,2831,0
196,2,313.0,156.5,70.0,1,2.0,3.47,0,214,214.0,0.0,3141,0
10,3,118.98,39.66,48.66666666666666,1,3.0,4.15,0,38,19.0,0.0,4005,0
297,1,159.68,159.68,40.0,1,1.0,1.68,0,297,297.0,0.0,3813,0
63,4,597.73,149.4325,179.75,3,1.3333333333333333,6.18,0,362,120.66666666666669,0.5634985695882756,2323,0
162,2,596.1899999999999,298.095,203.0,2,1.0,5.05,0,313,313.0,0.4802831312165584,2328,0
141,1,119.5,119.5,40.0,1,1.0,2.12,0,141,141.0,0.0,4004,0
367,1,432.96,432.96,100.0,1,1.0,2.8,0,367,367.0,0.0,2728,0
18,3,795.47,265.1566666666667,111.66666666666669,3,1.0,5.95,0,198,99.0,0.0,1947,0
58,8,1447.8,180.975,142.0,7,1.1428571428571428,7.98,0,323,46.142857142857146,0.0,1223,0
9,2,225.45,112.725,121.5,2,1.0,4.15,0,231,231.0,0.0,3516,0
58,2,321.3,160.65,27.0,2,1.0,4.38,0,354,354.0,0.0,3110,0
205,2,198.41,99.205,36.5,2,1.0,2.35,0,366,366.0,0.0,3644,0
227,3,229.46,76.48666666666666,39.66666666666666,1,3.0,3.47,0,234,117.0,0.0,3495,1
162,1,263.76,263.76,282.0,1,1.0,3.25,0,162,162.0,0.0,3346,0
71,8,2086.25,260.78125,154.25,6,1.3333333333333333,8.65,0,367,52.42857142857143,0.1944541641701618,860,0
196,3,569.88,189.96,125.0,2,1.5,4.6,0,373,186.5,0.0,2384,0
39,5,1281.83,256.366,411.4,3,1.6666666666666667,7.3,0,280,70.0,0.0,1372,0
4,12,2701.27,225.1058333333333,113.33333333333331,7,1.7142857142857142,10.0,0,374,34.0,0.0,620,0
172,1,75.28,75.28,45.0,1,1.0,2.12,0,172,172.0,0.0,4168,0
22,3,580.14,193.38,126.0,2,1.5,5.95,0,373,186.5,0.0,2363,0
166,1,549.88,549.88,301.0,1,1.0,4.38,0,166,166.0,1.0,2420,0
291,1,562.98,562.98,486.0,1,1.0,3.92,0,291,291.0,0.0,2395,0
63,1,327.75,327.75,154.0,1,1.0,3.7,0,63,63.0,0.0,3071,0
1,2,521.66,260.83,121.0,1,2.0,6.4,0,7,7.0,0.0,2502,0
218,1,135.04,135.04,232.0,1,1.0,1.68,0,218,218.0,0.0,3928,0
23,4,356.71,89.1775,91.75,2,2.0,5.5,0,288,96.0,0.0,2961,0
159,4,837.72,209.43,187.25,3,1.3333333333333333,5.72,0,303,101.0,0.2824571455856372,1887,0
56,1,160.65,160.65,55.0,1,1.0,2.58,0,56,56.0,0.0,3807,0
24,4,2004.01,501.0025,437.75,1,4.0,7.75,0,24,8.0,0.0,896,0
10,6,3910.78,651.7966666666667,333.6666666666667,4,1.5,9.33,1,183,36.6,0.083799139813541,391,0
52,2,615.27,307.635,665.0,2,1.0,5.5,0,200,200.0,0.0,2276,0
288,1,292.62,292.62,233.0,1,1.0,2.8,0,288,288.0,0.0,3254,0
31,1,111.15,111.15,101.0,1,1.0,3.02,0,31,31.0,0.0,4042,0
285,3,595.6999999999999,198.56666666666663,241.0,2,1.5,4.6,0,372,186.0,0.3735101561188518,2330,1
28,1,251.72,251.72,242.0,1,1.0,4.15,0,28,28.0,0.0,3396,0
5,7,1702.43,243.20428571428573,145.42857142857142,4,1.75,8.88,0,362,60.333333333333336,0.8721180900242594,1051,0
94,2,567.56,283.78,290.0,2,1.0,5.05,0,122,122.0,0.0,2387,0
2,10,2337.85,233.785,99.0,6,1.6666666666666667,10.0,0,367,40.77777777777778,0.1898453707466261,742,0
100,1,186.15,186.15,104.0,1,1.0,2.12,0,100,100.0,0.0,3688,0
190,1,63.6,63.6,21.0,1,1.0,1.68,0,190,190.0,0.0,4186,0
255,1,96.6,96.6,69.0,1,1.0,1.68,0,255,255.0,0.0,4108,0
4,9,2226.96,247.44,137.77777777777777,7,1.2857142857142858,10.0,0,319,39.875,0.1159338290764091,792,0
52,1,144.9,144.9,99.0,1,1.0,2.58,0,52,52.0,0.0,3878,0
53,7,1269.76,181.3942857142857,109.42857142857144,4,1.75,7.98,0,324,54.0,0.0,1388,0
227,3,642.14,214.04666666666665,142.0,1,3.0,4.6,0,243,121.5,0.6242252468309092,2209,1
113,5,1250.86,250.172,147.0,4,1.25,6.85,0,334,83.5,0.1552931583070847,1413,0
4,2,433.99,216.995,54.5,2,1.0,5.28,0,11,11.0,0.0,2720,0
137,1,100.86,100.86,65.0,1,1.0,2.12,0,137,137.0,0.0,4096,0
217,1,131.15,131.15,36.0,1,1.0,1.68,0,217,217.0,0.0,3944,0
80,2,501.98,250.99,223.5,2,1.0,5.05,0,301,301.0,0.0,2547,0
4,7,1081.86,154.55142857142854,147.42857142857142,7,1.0,8.88,0,329,54.833333333333336,0.0,1583,0
3,7,1269.89,181.41285714285715,147.57142857142858,5,1.4,8.88,0,273,45.5,0.1391695343691185,1387,0
198,12,5692.78,474.3983333333333,174.66666666666666,6,2.0,8.2,1,367,33.36363636363637,0.1104925888581677,227,1
25,21,3880.61,184.7909523809524,92.57142857142856,11,1.9090909090909087,9.55,1,368,18.4,0.2474044029160364,394,0
84,2,369.98,184.99,83.5,2,1.0,3.92,0,360,360.0,0.0,2921,0
8,7,1354.82,193.54571428571427,106.71428571428572,5,1.4,8.88,0,189,31.5,0.0,1302,0
46,6,1013.13,168.855,55.0,5,1.2,7.3,0,278,55.6,0.3774737694076772,1655,0
11,2,679.44,339.72,154.5,1,2.0,6.4,0,17,17.0,0.0,2142,0
7,17,3982.66,234.2741176470588,110.23529411764706,9,1.8888888888888888,10.0,1,374,23.375,0.0,375,0
23,4,794.2,198.55,91.0,4,1.0,6.62,0,365,121.66666666666669,0.2310501133215814,1949,0
232,1,130.6,130.6,108.0,1,1.0,1.68,0,232,232.0,0.0,3947,0
21,12,2736.64,228.0533333333333,71.58333333333333,8,1.5,9.55,0,298,27.09090909090909,0.0,606,0
92,3,1754.24,584.7466666666667,282.6666666666667,3,1.0,6.18,0,320,160.0,0.2515391280554542,1017,0
5,51,11788.08,231.13882352941167,91.8627450980392,13,3.923076923076923,10.0,1,374,7.48,0.472923495598944,80,0
19,4,871.14,217.785,200.75,2,2.0,6.62,0,369,123.0,1.0,1848,0
325,1,200.18,200.18,232.0,1,1.0,1.68,0,325,325.0,0.0,3638,0
182,2,38.92,19.46,18.0,2,1.0,2.35,0,374,374.0,0.0,4234,0
117,1,181.89,181.89,63.0,1,1.0,2.12,0,117,117.0,1.0,3702,0
64,1,68.03,68.03,79.0,1,1.0,2.58,0,64,64.0,0.0,4181,0
18,3,520.45,173.48333333333335,89.0,2,1.5,5.95,0,360,180.0,0.0,2505,0
37,1,198.29,198.29,146.0,1,1.0,2.58,0,37,37.0,0.0,3645,0
26,2,490.22,245.11,178.0,2,1.0,5.95,0,82,82.0,1.0,2577,0
117,3,258.93,86.31,52.66666666666666,2,1.5,3.92,0,236,118.0,1.0,3373,0
72,2,189.78,94.89,93.5,1,2.0,2.8,0,72,72.0,0.0,3671,0
32,2,417.3,208.65,94.0,2,1.0,4.82,0,301,301.0,0.0,2787,0
4,5,1239.11,247.822,142.4,4,1.25,8.2,0,291,72.75,0.0,1428,0
47,1,120.95,120.95,23.0,1,1.0,2.58,0,47,47.0,1.0,3995,0
145,1,221.59,221.59,95.0,1,1.0,2.12,0,145,145.0,1.0,3535,0
2,7,1504.26,214.8942857142857,48.85714285714285,6,1.1666666666666667,8.88,0,360,60.0,0.0,1181,0
60,1,268.28,268.28,217.0,1,1.0,3.7,0,60,60.0,0.0,3330,0
135,2,205.14,102.57,45.0,2,1.0,2.8,0,276,276.0,0.0,3617,0
81,7,970.25,138.60714285714286,78.71428571428571,6,1.1666666666666667,7.52,0,367,61.16666666666666,0.0,1704,0
21,1,491.81,491.81,314.0,1,1.0,5.28,0,21,21.0,0.0,2573,0
105,2,601.45,300.725,210.0,2,1.0,5.05,0,368,368.0,0.0,2315,0
372,1,204.3,204.3,113.0,1,1.0,1.68,0,372,372.0,0.0,3619,0
60,1,141.12,141.12,133.0,1,1.0,2.58,0,60,60.0,0.0,3896,0
31,1,465.4,465.4,194.0,1,1.0,4.15,0,31,31.0,0.0,2644,0
19,1,114.1,114.1,71.0,1,1.0,3.02,0,19,19.0,1.0,4029,0
35,2,445.44,222.72,91.0,1,2.0,4.82,0,38,38.0,0.0,2694,0
201,1,25.2,25.2,16.0,1,1.0,1.68,0,201,201.0,1.0,4260,0
74,1,118.86,118.86,74.0,1,1.0,2.12,0,74,74.0,0.0,4007,0
10,6,797.85,132.975,49.16666666666666,6,1.0,7.08,0,309,61.8,0.0,1945,0
92,2,623.08,311.54,233.0,2,1.0,5.05,0,184,184.0,0.0,2257,0
14,1,188.46,188.46,179.0,1,1.0,3.48,0,14,14.0,0.0,3676,0
25,4,686.54,171.635,176.25,2,2.0,6.62,0,81,27.0,0.0,2132,0
264,2,407.94,203.97,67.0,2,1.0,3.47,0,299,299.0,1.0,2806,0
36,2,237.81,118.905,125.5,1,2.0,4.38,0,36,36.0,0.0,3457,0
3,18,2984.25,165.79166666666666,83.5,9,2.0,10.0,0,372,21.88235294117647,0.1144575689034095,544,0
26,4,1050.8,262.7,124.5,1,4.0,7.75,0,30,10.0,0.771031594975257,1611,0
12,7,1109.53,158.50428571428571,103.28571428571428,5,1.4,8.88,0,277,46.16666666666666,0.3156922300433517,1563,0
17,6,974.95,162.49166666666667,123.66666666666669,5,1.2,7.75,0,362,72.4,0.057900405148982,1701,0
108,2,271.75,135.875,65.5,2,1.0,3.92,0,215,215.0,0.5201471941122355,3320,0
30,8,1896.57,237.07125,136.625,7,1.1428571428571428,8.43,0,372,53.142857142857146,0.0,948,0
305,2,467.79,233.895,148.5,1,2.0,3.47,0,305,305.0,0.0,2632,0
366,1,338.13,338.13,216.0,1,1.0,2.8,0,366,366.0,0.0,3031,0
10,4,450.8,112.7,113.25,3,1.3333333333333333,5.95,0,277,92.33333333333331,0.0,2679,0
75,2,336.62,168.31,125.5,2,1.0,3.92,0,117,117.0,1.0,3040,0
26,2,393.64,196.82,233.5,2,1.0,4.82,0,117,117.0,1.0,2853,0
260,1,131.15,131.15,79.0,1,1.0,1.68,0,260,260.0,0.0,3944,0
170,1,111.5,111.5,73.0,1,1.0,2.12,0,170,170.0,0.0,4039,0
284,1,2135.46,2135.46,1006.0,1,1.0,6.18,0,284,284.0,0.0,833,0
29,2,1151.04,575.52,1128.0,1,2.0,7.08,0,39,39.0,0.0,1512,0
1,15,3378.31,225.22066666666663,215.53333333333333,10,1.5,10.0,0,325,23.214285714285715,0.0,464,0
29,2,4511.76,2255.88,2574.0,2,1.0,8.2,1,88,88.0,0.0,303,0
17,2,237.64,118.82,70.0,2,1.0,4.82,0,309,309.0,0.0,3459,0
23,2,1025.1,512.55,201.0,2,1.0,7.08,0,170,170.0,0.0,1636,0
28,5,2105.81,421.162,340.8,4,1.25,8.88,0,310,77.5,0.0,847,0
29,11,1999.94,181.81272727272727,121.9090909090909,7,1.5714285714285714,8.43,0,372,37.2,0.1324039721191635,898,0
11,6,3314.1,552.35,204.0,2,3.0,9.33,0,74,14.8,0.0,476,0
